Name,vsini,radius_val,radius_percentile_lower,radius_percentile_upper
HD 222550,30,2.671507,2.5063257,2.7940273
HD 222556,23,3.420564,3.3405278,3.5232606
HD 222690,30,1.3270975,1.1742882,1.3752311
HD 222723,50,2.0095642,1.9004866,2.0799787
HD 222737,9,1.349277,1.2708606,1.407745
HD 222743,9,1.7446091,1.7121987,1.7756187
HD 222775,6,2.2757182,2.175617,2.370809
HD 222843,21,2.4281294,2.2957246,2.4651232
HD 222860,4,2.542231,2.2427056,2.6073997
HD 222870,26,2.1430247,2.021411,2.1924279
HD 222950,100,2.3772566,2.107278,2.4789443
HD 222991,19,2.2863524,2.126213,2.3113754
HD 223009,60,3.2599967,3.0621102,3.3737168
HD 223018,35,2.237717,2.1144812,2.2612834
HD 223206,7,2.2190816,2.113819,2.2949202
HD 223216,23,2.8972292,2.7234921,2.9863932
HD 223226,23,1.4467021,1.4028913,1.4984716
HD 223271,5,1.3177241,1.285736,1.3845383
HD 223289,20,1.3762072,1.3173183,1.4177601
HD 223346,19,2.2505913,2.1497688,2.342087
HD 223408,7,1.121274,1.0941182,1.1390847
HD 223436,7,1.8261362,1.7525822,1.9283512
HD 223521,10,2.0071685,1.964574,2.036507
HD 223532,45,2.0357046,1.9689741,2.1058207
HD 223602,9,2.3413787,2.254449,2.4761636
HD 223694,15,1.9049374,1.8387071,1.9571843
HD 223788,9,1.292882,1.2670546,1.3231355
HD 223867,23,3.918062,3.644466,4.1532454
HD 223914,26,2.666211,2.5736923,2.745658
HD 224077,5,1.9319474,1.7886716,2.0536573
HD 224093,25,1.976101,1.8031437,2.1897414
HD 224173,12,1.272979,1.249177,1.3203425
HD 224208,29,2.2117813,2.0188868,2.295965
HD 224347,5,1.3321205,1.2568882,1.440596
HD 224360,27,1.2597373,1.2062594,1.3065876
HD 224366,16,4.7368827,4.529708,4.8281894
HD 224369,15,1.9072967,1.8726113,1.9983783
HD 224414,11,1.3585228,1.3390113,1.4158435
HD 224431,5,2.362282,2.3109074,2.4390893
HD 224529,11,1.316575,1.2732059,1.3633273
HD 224538,6,1.5818619,1.5759157,1.5966122
HD 224576,100,2.3180041,2.2731676,2.3783667
HD 224601,6,2.1569297,2.0286503,2.269781
HD 224645,7,2.4468448,2.3351934,2.543819
HD 224743,8,1.9218913,1.8425585,2.0095057
HD 224763,14,1.9533794,1.8931586,2.012208
HD 224771,28,4.3940806,4.0846534,4.626561
HD 224806,28,2.8055513,2.5798147,2.9499447
HD 224842,30,2.4138293,2.3455298,2.5106897
HD 224999,22,2.6601067,2.5333378,2.8198173
HD 225045,17,2.572036,2.4821136,2.5985966
HD 225233,40,2.2755747,2.2295437,2.3544579
