 #  ;typed ident;            identifier             ;typ;       coord1 (ICRS,J2000/2000)        ;  Mag U  ;  Mag B  ;  Mag V  ;  Mag R  ; Mag I  ;   spec. type    ;#bib;#not
----;-----------;-----------------------------------;---;---------------------------------------;---------;---------;---------;---------;--------;-----------------;----;----
4287;HD 190118  ;HD 190118                          ;*  ;20 03 26.7872426664 +00 05 20.138754444;     ~   ;8.53     ;8.04     ;     ~   ;     ~  ;F5V              ;  24;   0
4288;HD 190151  ;HD 190151                          ;PM*;20 03 02.5849353792 +18 17 43.677673044;     ~   ;7.44     ;6.83     ;     ~   ;     ~  ;G0               ;  31;   0
4289;HD 190177  ;HD 190177                          ;PM*;20 04 26.3767443504 -22 11 28.288713192;     ~   ;7.91     ;7.50     ;     ~   ;     ~  ;F3V              ;  24;   0
4290;HD 190207  ;HD 190207                          ;PM*;20 12 09.8617151904 -77 00 07.480327968;     ~   ;9.427    ;8.74     ;     ~   ;     ~  ;G2V              ;  32;   0
4291;HD 190269  ;HD 190269                          ;*  ;20 06 02.9721133800 -44 58 48.666526536;     ~   ;8.52     ;8.07     ;7.78     ;     ~  ;F5V              ;  38;   0
4292;HD 190307  ;HD 190307                          ;*  ;20 05 46.0988398944 -36 29 58.207861356;     ~   ;8.15     ;7.68     ;     ~   ;     ~  ;F6IV/V           ;  21;   0
4293;HD 190404  ;HD 190404                          ;PM*;20 03 52.1269218534 +23 20 26.469023374;8.490    ;8.080    ;7.270    ;6.759    ;6.314   ;K1V              ; 237;   0
4294;HD 190498  ;HD 190498                          ;PM*;20 05 10.1364332400 +02 07 07.674257748;     ~   ;7.229    ;6.755    ;     ~   ;     ~  ;F6V              ;  39;   0
4295;HD 190594  ;HD 190594                          ;PM*;20 05 33.6323892768 +03 30 09.937892520;     ~   ;     ~   ;     ~   ;7.8      ;     ~  ;G8IV             ;  44;   0
4296;HD 190605  ;HD 190605                          ;PM*;20 04 55.1448748935 +26 03 15.198083256;     ~   ;8.35     ;     ~   ;7.3      ;     ~  ;G6               ;  39;   0
4297;HD 190609  ;HD 190609                          ;PM*;20 05 33.8656796784 +07 23 10.740244740;     ~   ;9.35     ;8.63     ;     ~   ;     ~  ;G5               ;  23;   0
4298;HD 190646  ;HD 190646                          ;PM*;20 07 17.5456681944 -34 56 30.594328908;     ~   ;9.80     ;9.19     ;     ~   ;     ~  ;G5V              ;  25;   0
4299;HD 190647  ;HD 190647                          ;PM*;20 07 19.6699756416 -35 32 19.077690912;     ~   ;8.54     ;7.78     ;     ~   ;     ~  ;G5V              ;  94;   1
4300;HD 190649  ;HD 190649                          ;PM*;20 07 36.9155642568 -41 01 09.581737044;     ~   ;9.49     ;8.85     ;8.4      ;9.084   ;G5V              ;  51;   0
4301;HD 190681  ;HD 190681                          ;PM*;20 06 12.4227317880 -01 43 08.084437932;     ~   ;8.55     ;8.03     ;     ~   ;     ~  ;F5V              ;  39;   0
4302;HD 190695  ;HD 190695                          ;PM*;20 01 58.0507665120 +65 53 26.258623944;     ~   ;8.83     ;8.35     ;     ~   ;     ~  ;F5               ;  19;   0
4303;HD 190706  ;HD 190706                          ;PM*;20 07 32.0721324624 -34 42 30.228305832;     ~   ;9.71     ;9.14     ;     ~   ;     ~  ;G5V              ;  26;   0
4304;HD 190736  ;HD 190736                          ;*  ;20 05 25.9275179664 +27 25 27.880065228;     ~   ;8.46     ;7.90     ;     ~   ;     ~  ;F8               ;  19;   0
4305;HD 190808  ;HD 190808                          ;*  ;20 16 30.0898157856 -79 00 23.897407500;     ~   ;8.33     ;7.87     ;     ~   ;     ~  ;F5/6V            ;  27;   0
4306;HD 190821  ;HD 190821                          ;PM*;20 07 39.3800527272 -20 49 58.181092896;     ~   ;8.94     ;8.27     ;     ~   ;     ~  ;G3/5V            ;  30;   0
4307;HD 190873  ;HD 190873                          ;PM*;20 07 09.1748829768 -00 52 27.303886092;     ~   ;8.97     ;8.27     ;     ~   ;     ~  ;G8V              ;  32;   0
4308;HD 190954  ;HD 190954                          ;PM*;20 09 48.1625506224 -51 43 05.666743200;     ~   ;9.11     ;8.39     ;     ~   ;     ~  ;G7V              ;  54;   0
4309;HD 190983  ;HD 190983                          ;PM*;20 11 22.8944007720 -63 56 25.595209428;     ~   ;8.59     ;8.16     ;     ~   ;     ~  ;F5V              ;  30;   0
4310;HD 190984  ;HD 190984                          ;*  ;20 11 30.7153808208 -64 37 13.685316204;     ~   ;9.27     ;8.73     ;     ~   ;     ~  ;F8V              ;  67;   1
4311;HD 191022  ;HD 191022                          ;PM*;20 05 40.4315608344 +48 34 00.528204792;     ~   ;8.08     ;7.44     ;     ~   ;     ~  ;G0               ;  45;   0
4312;HD 191033  ;HD 191033                          ;PM*;20 08 35.8918815096 -23 35 25.951943760;     ~   ;8.05     ;7.52     ;     ~   ;     ~  ;F7V              ;  44;   0
4313;HD 191089  ;HD 191089                          ;SB?;20 09 05.2156358688 -26 13 26.520165768;     ~   ;7.62     ;7.18     ;     ~   ;     ~  ;F5V              ; 153;   0
4314;HD 191122  ;HD 191122                          ;PM*;20 21 13.2418936824 -81 36 57.324146832;     ~   ;9.32     ;8.63     ;     ~   ;     ~  ;G3IV/V           ;  42;   0
4315;HD 191237  ;HD 191237                          ;*  ;20 11 06.1424952648 -49 06 17.792980740;     ~   ;9.19     ;8.76     ;     ~   ;     ~  ;F5V              ;  27;   0
4316;HD 191260  ;HD 191260                          ;*  ;20 08 21.0203180352 +20 13 11.658673200;     ~   ;7.71     ;7.32     ;     ~   ;     ~  ;F2               ;  24;   0
4317;HD 191373  ;HD 191373                          ;*  ;20 06 56.6595017112 +54 39 10.030369572;     ~   ;8.63     ;8.21     ;     ~   ;     ~  ;F3V              ;  23;   0
4318;HD 191487  ;HD 191487                          ;PM*;20 13 07.9094761224 -57 28 42.434493744;     ~   ;9.17     ;8.51     ;     ~   ;     ~  ;G3V              ;  26;   0
4319;HD 191598  ;HD 191598                          ;*  ;20 11 24.9738624600 -21 57 02.109898296;     ~   ;8.74     ;8.34     ;     ~   ;     ~  ;F3V              ;  24;   0
4320;HD 191631  ;HD 191631                          ;PM*;20 20 35.8454432568 -79 04 16.661299908;     ~   ;8.97     ;8.44     ;     ~   ;     ~  ;F7V              ;  24;   0
4321;HD 191728  ;HD 191728                          ;PM*;20 12 40.1121015792 -34 21 23.815532160;     ~   ;9.84     ;9.06     ;     ~   ;     ~  ;G8V              ;  25;   0
4322;HD 191760  ;HD 191760                          ;PM*;20 13 26.7462823536 -46 12 03.708889200;     ~   ;8.91     ;8.25     ;     ~   ;     ~  ;G3IV/V           ;  44;   1
4323;HD 191847  ;HD 191847                          ;*  ;20 13 19.5701139336 -36 18 08.645600376;     ~   ;10.33    ;9.48     ;     ~   ;     ~  ;K1/2V            ;  41;   0
4324;HD 191878  ;HD 191878                          ;PM*;20 11 30.1208013744 +18 28 49.078765992;     ~   ;8.77     ;8.28     ;     ~   ;     ~  ;F7IV             ;  25;   0
4325;HD 191889  ;HD 191889                          ;SB*;20 13 33.8698863768 -38 26 53.007098820;     ~   ;7.33     ;6.89     ;     ~   ;     ~  ;F5V              ;  29;   0
4326;HD 192071  ;HD 192071                          ;*  ;20 14 53.3935059816 -44 03 27.725307228;     ~   ;9.028    ;8.441    ;7.99     ;8.467   ;G3V              ;  39;   0
4327;HD 192117  ;HD 192117                          ;PM*;20 20 24.1823667360 -75 34 40.364052528;     ~   ;9.15     ;8.38     ;     ~   ;     ~  ;G8IV-V           ;  59;   0
4328;HD 192161  ;HD 192161                          ;PM*;20 10 37.8708231456 +57 23 12.156191448;     ~   ;7.92     ;7.50     ;     ~   ;     ~  ;F5               ;  20;   0
4329;HD 192266  ;HD 192266                          ;PM*;20 14 34.8444851592 -15 20 05.588344572;     ~   ;9.14     ;8.61     ;     ~   ;     ~  ;F6V              ;  34;   0
4330;HD 192438  ;HD 192438                          ;*  ;20 10 15.1053984912 +68 17 54.440122416;     ~   ;7.88     ;7.51     ;     ~   ;     ~  ;F2               ;  21;   0
4331;HD 192490  ;HD 192490                          ;PM*;20 11 59.0673074640 +59 41 29.604303456;7.480    ;7.520    ;7.090    ;     ~   ;     ~  ;F5               ;  31;   0
4332;HD 192530  ;HD 192530                          ;*  ;20 17 43.8379204056 -51 55 00.995213928;     ~   ;7.15     ;6.68     ;     ~   ;     ~  ;F5IV             ;  26;   0
4333;HD 192635  ;HD 192635                          ;*  ;20 09 15.2745280944 +74 25 32.335845744;     ~   ;9.28     ;8.91     ;     ~   ;     ~  ;F4IV             ;  24;   0
4334;HD 192763  ;HD 192763                          ;*  ;20 07 58.8589584456 +77 49 27.976575864;     ~   ;7.46     ;6.99     ;     ~   ;     ~  ;F5               ;  25;   0
4335;HD 192804  ;HD 192804                          ;PM*;20 15 42.4293555960 +31 14 31.682252364;     ~   ;8.24     ;7.66     ;     ~   ;     ~  ;F8V              ;  26;   0
4336;HD 192826  ;HD 192826                          ;PM*;20 18 39.1641907584 -42 37 13.263123036;     ~   ;8.00     ;7.44     ;     ~   ;     ~  ;F8IV/V           ;  38;   0
4337;HD 192865  ;HD 192865                          ;PM*;20 21 35.6656237584 -67 18 46.237204044;     ~   ;7.45     ;6.91     ;     ~   ;     ~  ;F8V              ;  61;   0
4338;HD 192887  ;HD 192887                          ;PM*;20 21 28.2556801248 -66 44 58.881383772;     ~   ;6.96     ;6.50     ;     ~   ;     ~  ;F6V              ;  24;   0
4339;HD 193193  ;HD 193193                          ;PM*;20 19 45.1837501128 -25 13 42.969275544;     ~   ;9.030    ;8.571    ;     ~   ;     ~  ;G2V              ;  92;   0
4340;HD 193209  ;HD 193209                          ;*  ;20 19 26.1894420600 -12 48 13.690760652;     ~   ;8.18     ;7.79     ;     ~   ;     ~  ;F0V              ;  27;   0
4341;HD 193307  ;HD 193307                          ;PM*;20 21 41.0365243245 -49 59 57.900101995;     ~   ;6.82     ;6.28     ;     ~   ;     ~  ;F9V              ; 126;   0
4342;HD 193365  ;HD 193365                          ;PM*;20 23 54.2187103224 -66 10 44.061348972;     ~   ;8.60     ;8.01     ;     ~   ;     ~  ;G0V              ;  26;   0
4343;HD 193388  ;HD 193388                          ;*  ;20 19 06.7725190992 +26 06 28.018788804;     ~   ;8.38     ;7.91     ;     ~   ;     ~  ;F8               ;  21;   0
4344;HD 193402  ;HD 193402                          ;PM*;20 21 12.1149025560 -32 44 21.949044540;     ~   ;8.08     ;7.67     ;     ~   ;     ~  ;F3V              ;  25;   0
4345;HD 193454  ;HD 193454                          ;PM*;20 20 53.5575669552 -18 09 22.317576804;     ~   ;8.29     ;7.79     ;     ~   ;     ~  ;G0V              ;  25;   0
4346;HD 193532  ;HD 193532                          ;SB*;20 07 16.0668180744 +82 12 59.453002764;     ~   ;7.97     ;7.46     ;     ~   ;     ~  ;F5               ;  27;   0
4347;HD 193555  ;HD 193555                          ;PM*;20 20 15.3760392768 +15 32 34.404950940;     ~   ;7.318    ;6.765    ;     ~   ;     ~  ;F8V              ;  37;   0
4348;HD 193632  ;HD 193632                          ;PM*;20 19 34.3983694008 +43 29 46.150577844;     ~   ;8.01     ;7.55     ;     ~   ;     ~  ;F8               ;  24;   0
4349;HD 193665  ;HD 193665                          ;*  ;20 18 54.7326609984 +55 32 43.995750792;     ~   ;8.26     ;7.82     ;     ~   ;     ~  ;F5               ;  20;   0
4350;HD 193672  ;HD 193672                          ;*  ;20 21 39.7709898552 -04 48 20.071588392;     ~   ;8.35     ;7.87     ;     ~   ;     ~  ;F5IV             ;  22;   0
4351;HD 193747  ;HD 193747                          ;*  ;20 22 56.6132351904 -29 09 07.573805496;     ~   ;9.12     ;8.74     ;     ~   ;     ~  ;F0IV             ;  22;   0
4352;HD 193809  ;HD 193809                          ;PM*;20 25 43.5669433608 -62 39 34.289907120;     ~   ;8.74     ;8.31     ;     ~   ;     ~  ;F3IV/V           ;  22;   0
4353;HD 193901  ;HD 193901                          ;PM*;20 23 35.8471605389 -21 22 14.226959304;9.08     ;9.22     ;8.67     ;8.17     ;7.87    ;F7V              ; 280;   0
4354;HD 193994  ;HD 193994                          ;*  ;20 24 20.4892477440 -32 42 01.082427336;     ~   ;10.07    ;9.50     ;     ~   ;     ~  ;G2V              ;  25;   0
4355;HD 193995  ;HD 193995                          ;PM*;20 24 30.5324390400 -34 42 58.707897696;     ~   ;9.21     ;8.49     ;     ~   ;     ~  ;G5V              ;  40;   0
4356;HD 194080  ;HD 194080                          ;PM*;20 24 06.6907522584 -13 23 55.013755596;     ~   ;8.23     ;7.71     ;     ~   ;     ~  ;F6/7V            ;  31;   0
4357;HD 194154  ;HD 194154                          ;SB*;20 23 48.4936997880 +06 37 21.778084704;     ~   ;8.05     ;7.59     ;     ~   ;     ~  ;F5               ;  31;   0
4358;HD 194189  ;HD 194189                          ;PM*;20 28 41.4356984328 -67 45 29.615778612;     ~   ;7.60     ;7.23     ;     ~   ;     ~  ;F2IV/V           ;  25;   0
4359;HD 194385  ;HD 194385                          ;PM*;20 24 59.0050063560 +09 11 41.831803176;     ~   ;8.13     ;7.61     ;     ~   ;     ~  ;F5               ;  23;   0
4360;HD 194461  ;HD 194461                          ;*  ;20 26 39.5916764304 -30 40 33.052116252;     ~   ;8.29     ;7.78     ;     ~   ;     ~  ;F7V              ;  26;   0
4361;HD 194469  ;HD 194469                          ;SB*;20 24 45.2394221400 +28 31 28.930828152;     ~   ;8.22     ;7.81     ;     ~   ;     ~  ;F2               ;  20;   0
4362;HD 194497  ;HD 194497                          ;*  ;20 26 02.2299295872 -03 51 53.024009508;     ~   ;7.94     ;7.47     ;     ~   ;     ~  ;F6V              ;  39;   0
4363;HD 194515  ;HD 194515                          ;SB*;20 26 31.6620685992 -17 22 39.760344804;     ~   ;7.88     ;7.34     ;     ~   ;     ~  ;G0V              ;  24;   0
4364;HD 194640  ;HD 194640                          ;PM*;20 27 44.2430551737 -30 52 04.244023567;     ~   ;7.35     ;6.62     ;     ~   ;     ~  ;G8V              ; 112;   0
4365;HD 194711  ;HD 194711                          ;*  ;20 28 01.2851469840 -25 36 23.235648804;     ~   ;7.16     ;6.76     ;     ~   ;     ~  ;F8               ;  26;   0
4366;HD 194881  ;HD 194881                          ;PM*;20 32 00.8534889336 -65 48 54.839262096;     ~   ;7.95     ;7.48     ;     ~   ;     ~  ;F6IV/V           ;  27;   0
4367;HD 195005  ;HD 195005                          ;PM*;20 28 49.9687491600 -01 44 04.411594968;     ~   ;7.35     ;6.81     ;     ~   ;     ~  ;F7V              ;  48;   0
4368;HD 195010  ;HD 195010                          ;PM*;20 30 08.5358746392 -39 28 03.484101000;     ~   ;9.62     ;8.82     ;     ~   ;     ~  ;G8/K0V           ;  29;   0
4369;HD 195034  ;HD 195034                          ;PM*;20 28 11.8154523936 +22 07 44.371249212;     ~   ;     ~   ;     ~   ;6.7      ;     ~  ;G5               ;  87;   0
4370;HD 195104  ;HD 195104                          ;*  ;20 29 11.7035844000 +04 27 23.764208040;     ~   ;7.58     ;7.07     ;     ~   ;     ~  ;F7V              ;  59;   0
4371;HD 195145  ;HD 195145                          ;PM*;20 33 00.3481823256 -62 29 46.915683756;     ~   ;9.43     ;8.67     ;     ~   ;     ~  ;G5V              ;  61;   0
4372;HD 195146  ;HD 195146                          ;** ;20 08 35.9348418480 +85 07 27.184060704;     ~   ;7.70     ;7.14     ;     ~   ;     ~  ;F8               ;  30;   0
4373;HD 195231  ;HD 195231                          ;PM*;20 29 06.9130479720 +28 21 39.558745260;     ~   ;7.74     ;7.37     ;     ~   ;     ~  ;F2               ;  23;   0
4374;HD 195243  ;HD 195243                          ;PM*;20 30 39.6877411272 -16 33 03.101105412;     ~   ;8.23     ;7.75     ;     ~   ;     ~  ;F6/7V            ;  23;   0
4375;HD 195364  ;HD 195364                          ;PM*;20 31 24.4847709288 -18 04 53.933296800;     ~   ;8.74     ;8.23     ;     ~   ;     ~  ;F7V              ;  23;   0
4376;HD 195488  ;HD 195488                          ;*  ;20 33 56.0451717216 -52 50 21.103440468;     ~   ;8.79     ;8.23     ;     ~   ;     ~  ;G0V              ;  26;   0
4377;HD 195528  ;HD 195528                          ;PM*;20 30 06.9950371248 +45 26 56.187005532;     ~   ;8.27     ;7.77     ;     ~   ;     ~  ;F8               ;  22;   0
4378;HD 195544  ;HD 195544                          ;*  ;20 30 44.9299502496 +36 23 38.009935932;     ~   ;8.16     ;7.81     ;     ~   ;     ~  ;F5               ;  19;   0
4379;HD 195631  ;HD 195631                          ;PM*;20 32 01.8173312664 +14 16 27.114942324;     ~   ;9.02     ;8.591    ;     ~   ;     ~  ;G0               ;  24;   0
4380;HD 195633  ;HD 195633                          ;PM*;20 32 23.9917043856 +06 31 03.255667608;9.05     ;9.03     ;8.52     ;     ~   ;     ~  ;G0Vw             ; 146;   0
4381;HD 195655  ;HD 195655                          ;PM*;20 32 52.7042379552 -07 55 49.675155276;     ~   ;8.61     ;8.14     ;     ~   ;     ~  ;F3V              ;  21;   0
4382;HD 195663  ;HD 195663                          ;PM*;20 30 18.7741118304 +54 40 51.540227256;     ~   ;7.95     ;7.45     ;     ~   ;     ~  ;F5               ;  25;   0
4383;HD 195688  ;HD 195688                          ;*  ;20 29 35.7148197792 +60 59 32.936693496;     ~   ;8.32     ;7.85     ;     ~   ;     ~  ;F8               ;  25;   0
4384;HD 195690  ;HD 195690                          ;PM*;20 31 36.2637370968 +34 19 49.340546544;     ~   ;6.885    ;6.467    ;     ~   ;     ~  ;F2               ;  30;   0
4385;HD 195719  ;HD 195719                          ;PM*;20 33 53.2538757816 -27 10 17.407880580;     ~   ;10.09    ;9.38     ;     ~   ;     ~  ;G8V              ;  27;   0
4386;HD 195756  ;HD 195756                          ;PM*;20 34 15.1618371720 -30 35 36.861457524;     ~   ;10.50    ;9.65     ;     ~   ;     ~  ;G8V              ;  23;   0
4387;HD 195759  ;HD 195759                          ;PM*;20 35 18.0216936576 -49 45 13.853623104;     ~   ;9.88     ;9.24     ;     ~   ;     ~  ;G8V              ;  25;   0
4388;HD 195776  ;HD 195776                          ;PM*;20 33 07.3741880328 +06 49 49.052478108;     ~   ;8.34     ;7.97     ;     ~   ;     ~  ;F0               ;  24;   0
4389;HD 195818  ;HD 195818                          ;PM*;20 36 02.3604067248 -54 56 28.996870452;     ~   ;9.15     ;8.60     ;     ~   ;     ~  ;G0V              ;  30;   0
