 #  ;typed ident;            identifier             ;typ;       coord1 (ICRS,J2000/2000)        ;  Mag U  ;  Mag B  ;  Mag V  ;  Mag R  ; Mag I  ;   spec. type    ;#bib;#not
----;-----------;-----------------------------------;---;---------------------------------------;---------;---------;---------;---------;--------;-----------------;----;----
684 ;HD 22527   ;HD 22527                           ;PM*;03 32 59.6077216248 -67 25 10.168300524;     ~   ;7.99     ;7.48     ;     ~   ;     ~  ;F6V              ;  28;   0
685 ;HD 22596   ;HD 22596                           ;PM*;03 35 42.5601016008 -53 12 21.910549716;     ~   ;8.53     ;8.11     ;     ~   ;     ~  ;F3V              ;  26;   0
686 ;HD 22610   ;HD 22610                           ;PM*;03 34 45.2933750784 -62 27 24.602696388;     ~   ;10.33    ;9.43     ;     ~   ;     ~  ;K2V              ;  52;   0
687 ;HD 22718   ;HD 22718                           ;PM*;03 41 25.6544959920 +50 49 17.644135728;10.633   ;8.83     ;8.20     ;     ~   ;     ~  ;G0               ;  42;   0
688 ;HD 22729   ;HD 22729                           ;*  ;03 38 03.3962557128 -32 44 28.357627524;     ~   ;8.77     ;8.39     ;     ~   ;     ~  ;F0V              ;  25;   0
689 ;HD 22732   ;HD 22732                           ;PM*;03 40 56.1002945328 +41 11 19.646237724;7.540    ;7.570    ;7.180    ;     ~   ;     ~  ;F2               ;  31;   0
690 ;HD 22839   ;HD 22839                           ;*  ;03 39 23.5079097072 -20 35 20.353042932;     ~   ;9.15     ;8.50     ;     ~   ;     ~  ;G1IV/V           ;  21;   0
691 ;HD 22842   ;HD 22842                           ;PM*;03 34 13.3867422552 -72 50 44.300892804;     ~   ;8.58     ;8.08     ;     ~   ;     ~  ;F7V              ;  24;   0
692 ;HD 22865   ;HD 22865                           ;PM*;03 38 26.3174594712 -46 14 36.658669740;     ~   ;8.54     ;8.01     ;     ~   ;     ~  ;F7V              ;  27;   0
693 ;HD 22872   ;HD 22872                           ;PM*;03 42 41.6951603664 +51 10 23.426154984;8.580    ;8.500    ;     ~   ;7.6      ;     ~  ;F9V              ;  40;   0
694 ;HD 22879   ;HD 22879                           ;Pe*;03 40 22.0652879951 -03 13 01.124265616;7.146    ;7.222    ;6.667    ;6.346    ;6.016   ;G0VmF2           ; 496;   0
695 ;HD 22952   ;HD 22952                           ;PM*;03 41 28.2766668600 +12 36 28.500798096;     ~   ;8.60     ;8.10     ;     ~   ;     ~  ;F8               ;  22;   0
696 ;HD 23030   ;HD 23030                           ;*  ;03 41 41.4467173152 -02 50 50.996828616;     ~   ;8.72     ;8.07     ;     ~   ;     ~  ;G3V              ;  47;   0
697 ;HD 23041   ;HD 23041                           ;*  ;03 42 41.1569613168 +21 16 53.959693512;     ~   ;8.49     ;7.89     ;     ~   ;     ~  ;F8               ;  24;   0
698 ;HD 23074   ;HD 23074                           ;PM*;03 45 20.9966274744 +60 21 03.376243368;10.32    ;8.57     ;8.01     ;     ~   ;     ~  ;G0               ;  31;   0
699 ;HD 23079   ;HD 23079                           ;PM*;03 39 43.0959995592 -52 54 57.017412036;     ~   ;7.68     ;7.11     ;     ~   ;     ~  ;F9.5V            ; 172;   1
700 ;HD 23148   ;HD 23148                           ;PM*;03 41 59.1985551768 -24 39 08.025306372;     ~   ;7.26     ;6.77     ;     ~   ;     ~  ;F6V              ;  26;   0
701 ;HD 23320   ;HD 23320                           ;SB*;03 42 08.5715545584 -49 25 36.373147140;     ~   ;8.68     ;8.27     ;     ~   ;     ~  ;F3V              ;  24;   0
702 ;HD 23438   ;HD 23438                           ;PM*;03 46 52.8146714328 +41 51 33.803869176;     ~   ;8.89     ;8.27     ;     ~   ;     ~  ;F8               ;  38;   0
703 ;HD 23456   ;HD 23456                           ;PM*;03 43 04.7611866020 -50 38 35.077289251;     ~   ;7.49     ;6.97     ;     ~   ;     ~  ;F9VFe-0.8CH-0.5  ;  85;   0
704 ;HD 23565   ;HD 23565                           ;PM*;03 48 37.4613049776 +51 49 23.770777440;10.292   ;8.32     ;7.70     ;     ~   ;     ~  ;G5V              ;  31;   0
705 ;HD 23576   ;HD 23576                           ;PM*;03 44 45.4298598984 -38 49 05.059982496;     ~   ;8.10     ;7.51     ;     ~   ;     ~  ;G1V              ;  36;   0
706 ;HD 23596   ;HD 23596                           ;PM*;03 48 00.3747144624 +40 31 50.293996068;     ~   ;7.85     ;7.24     ;     ~   ;     ~  ;F8               ; 126;   1
707 ;HD 23609   ;HD 23609                           ;*  ;03 47 17.1423427464 +23 43 36.294494628;     ~   ;7.487    ;6.97     ;     ~   ;     ~  ;F5               ;  54;   0
708 ;HD 23623   ;HD 23623                           ;PM*;03 48 54.1984584744 +50 50 24.894640140;9.49     ;7.75     ;7.38     ;     ~   ;     ~  ;F6Vp             ;  32;   0
709 ;HD 23820   ;HD 23820                           ;*  ;03 50 42.5065767144 +54 47 03.416057628;10.487   ;8.79     ;8.38     ;     ~   ;     ~  ;F5               ;  23;   0
710 ;HD 23822   ;* 26 Tau                           ;PM*;03 48 56.9419001352 +23 51 25.674800292;     ~   ;6.84     ;6.464    ;     ~   ;     ~  ;F0               ;  59;   0
711 ;HD 23837   ;HD 23837                           ;SB*;03 50 55.6029890016 +55 20 54.438175032;10.417   ;8.73     ;8.26     ;     ~   ;     ~  ;F8V              ;  29;   0
712 ;HD 23965   ;HD 23965                           ;PM*;03 50 03.4619373216 +22 35 29.895078408;     ~   ;     ~   ;     ~   ;7.0      ;     ~  ;F7               ;  43;   0
713 ;HD 23996   ;HD 23996                           ;PM*;03 47 11.5287562656 -50 38 13.931493396;     ~   ;9.89     ;9.29     ;     ~   ;     ~  ;G6V              ;  21;   0
714 ;HD 24040   ;HD 24040                           ;PM*;03 50 22.9675921536 +17 28 34.926384648;     ~   ;8.18     ;     ~   ;7.1      ;     ~  ;G1               ; 126;   1
715 ;HD 24045   ;HD 24045                           ;PM*;03 49 11.6226235128 -17 58 17.394321936;     ~   ;9.26     ;8.51     ;     ~   ;     ~  ;G8V              ;  31;   0
716 ;HD 24062   ;HD 24062                           ;PM*;03 44 46.8466611744 -70 01 35.940918828;     ~   ;8.04     ;7.41     ;     ~   ;     ~  ;G0V              ;  58;   0
717 ;HD 24085   ;HD 24085                           ;PM*;03 45 01.5501714816 -70 01 26.760507060;     ~   ;8.16     ;7.56     ;     ~   ;     ~  ;G0V              ;  61;   0
718 ;HD 24112   ;HD 24112                           ;PM*;03 48 46.8344115072 -40 23 57.215076072;     ~   ;7.81     ;7.24     ;     ~   ;     ~  ;F8V              ;  59;   0
719 ;HD 24115   ;HD 24115                           ;*  ;03 44 47.3974219320 -71 42 12.525056928;9.42     ;9.39     ;8.92     ;8.67     ;8.36    ;F6wF3V           ;  28;   0
720 ;HD 24159   ;HD 24159                           ;PM*;03 49 54.8340309768 -25 30 10.805469840;     ~   ;8.81     ;8.22     ;     ~   ;     ~  ;F7V              ;  25;   0
721 ;HD 24163   ;HD 24163                           ;PM*;04 03 31.1015182848 +81 34 36.017605020;     ~   ;8.07     ;7.65     ;     ~   ;     ~  ;F5               ;  22;   0
722 ;HD 24206   ;HD 24206                           ;PM*;03 52 05.5975507323 +22 40 17.874607081;     ~   ;8.27     ;     ~   ;7.1      ;     ~  ;G7V              ;  70;   0
723 ;HD 24293   ;HD 24293                           ;PM*;03 48 01.1223629032 -64 50 11.693952829;     ~   ;8.50     ;7.85     ;     ~   ;     ~  ;G3V              ;  51;   0
724 ;HD 24301   ;HD 24301                           ;PM*;03 52 59.3537164824 +26 40 42.732002064;     ~   ;     ~   ;     ~   ;7.6      ;     ~  ;G0IV             ;  36;   0
725 ;HD 24326   ;HD 24326                           ;*  ;03 52 07.8976637664 -03 35 48.963149988;     ~   ;8.24     ;7.72     ;     ~   ;     ~  ;F7V              ;  24;   0
726 ;HD 24371   ;* 29 Eri                           ;*  ;03 52 30.8577278736 -05 03 14.891133384;     ~   ;7.12     ;6.73     ;     ~   ;     ~  ;F2V              ;  26;   0
727 ;HD 24374   ;HD 24374                           ;*  ;03 51 18.0044278800 -33 44 59.588995272;     ~   ;8.64     ;8.13     ;     ~   ;     ~  ;F5V              ;  25;   0
728 ;HD 24390   ;HD 24390                           ;PM*;03 51 50.4329686920 -28 50 14.932520448;     ~   ;8.94     ;8.39     ;     ~   ;     ~  ;F8V              ;  34;   0
729 ;HD 24421   ;HD 24421                           ;PM*;03 55 37.0794405144 +52 13 36.554359368;9.036    ;7.30     ;     ~   ;6.5      ;     ~  ;F8VmF1           ;  76;   0
730 ;HD 24426   ;HD 24426                           ;*  ;03 50 59.7207496656 -48 31 37.265749824;     ~   ;8.32     ;7.88     ;     ~   ;     ~  ;F5V              ;  25;   0
731 ;HD 24443   ;HD 24443                           ;PM*;03 53 45.3402294384 +13 30 18.035329176;     ~   ;8.71     ;8.25     ;     ~   ;     ~  ;F5               ;  21;   0
732 ;HD 24492   ;HD 24492                           ;SB*;03 40 48.9073316736 -81 47 20.657916924;     ~   ;9.35     ;8.65     ;     ~   ;     ~  ;G6V              ;  29;   0
733 ;HD 24505   ;HD 24505                           ;PM*;03 54 59.8383115416 +28 11 16.710017928;     ~   ;8.73     ;8.03     ;     ~   ;     ~  ;G5III            ;  33;   0
734 ;HD 24516   ;HD 24516                           ;PM*;03 55 30.5158277496 +38 18 50.269677516;11.09    ;9.36     ;8.82     ;     ~   ;     ~  ;G5               ;  23;   0
735 ;HD 24552   ;HD 24552                           ;PM*;03 54 22.6333137168 +01 15 41.830993368;     ~   ;8.58     ;7.97     ;     ~   ;     ~  ;G1V              ;  50;   0
736 ;HD 24558   ;HD 24558                           ;PM*;03 50 31.7291925550 -64 04 06.602601208;     ~   ;10.28    ;9.57     ;     ~   ;     ~  ;G8V              ;  49;   0
737 ;HD 24649   ;HD 24649                           ;PM*;03 53 27.2164653720 -41 13 21.739635156;     ~   ;7.73     ;7.22     ;     ~   ;6.62    ;F6V              ;  36;   0
738 ;HD 24650   ;HD 24650                           ;*  ;03 51 42.8474286432 -60 21 36.170120772;     ~   ;8.44     ;7.87     ;     ~   ;     ~  ;F8V              ;  27;   0
739 ;HD 24651   ;HD 24651                           ;PM*;03 47 20.7148637736 -76 25 17.633555976;     ~   ;9.39     ;8.68     ;     ~   ;     ~  ;G6V              ;  21;   0
740 ;HD 24664   ;HD 24664                           ;PM*;03 56 45.0887542416 +36 00 09.098252568;10.5     ;8.81     ;8.30     ;     ~   ;     ~  ;F8V              ;  25;   0
741 ;HD 24672   ;HD 24672                           ;*  ;03 54 35.6076491568 -20 27 39.952945656;     ~   ;9.05     ;8.60     ;     ~   ;     ~  ;F3V              ;  25;   0
742 ;HD 24674   ;HD 24674                           ;PM*;03 51 15.1280049576 -65 17 28.286129868;     ~   ;10.027   ;9.635    ;     ~   ;     ~  ;F6wF3            ;  28;   0
743 ;HD 24678   ;HD 24678                           ;SB*;03 58 29.5269052128 +58 37 09.887389608;10.738   ;8.83     ;8.34     ;     ~   ;     ~  ;F8IV             ;  23;   0
744 ;HD 24702   ;HD 24702                           ;PM*;03 56 28.7289595680 +22 40 27.834714444;     ~   ;8.55     ;     ~   ;7.4      ;     ~  ;G0               ;  43;   0
745 ;HD 24755   ;HD 24755                           ;PM*;03 54 49.0223452152 -35 42 11.245918212;     ~   ;8.14     ;7.69     ;     ~   ;     ~  ;F6V              ;  35;   0
746 ;HD 24779   ;HD 24779                           ;PM*;03 56 36.1009105584 +06 42 38.043426888;     ~   ;8.20     ;7.84     ;     ~   ;     ~  ;F0               ;  23;   0
747 ;HD 24945   ;HD 24945                           ;PM*;03 59 45.3146384400 +41 51 21.009295440;     ~   ;     ~   ;     ~   ;8.1      ;     ~  ;G5               ;  25;   0
748 ;HD 24976   ;HD 24976                           ;*  ;03 56 17.7093653040 -43 37 05.239662492;     ~   ;8.59     ;8.15     ;     ~   ;     ~  ;F5/6V            ;  32;   0
749 ;HD 25054   ;HD 25054                           ;PM*;03 55 23.4433553784 -60 54 25.951726692;     ~   ;8.12     ;7.61     ;     ~   ;     ~  ;F6/7V            ;  31;   0
750 ;HD 25059   ;HD 25059                           ;PM*;03 58 56.1792753408 +00 45 04.120613172;     ~   ;     ~   ;     ~   ;8.8      ;     ~  ;G3V              ;  34;   0
751 ;HD 25061   ;HD 25061                           ;PM*;03 56 25.2983410040 -52 55 51.126291999;     ~   ;10.11    ;9.26     ;     ~   ;     ~  ;K1V              ;  64;   0
752 ;HD 25085   ;HD 25085                           ;*  ;03 57 30.8792489616 -39 31 22.613143980;     ~   ;9.90     ;9.20     ;     ~   ;     ~  ;G6V              ;  27;   0
753 ;HD 25105   ;HD 25105                           ;PM*;03 57 55.4910737664 -36 15 35.688308256;     ~   ;9.30     ;8.50     ;     ~   ;     ~  ;K0.5V            ;  56;   0
754 ;HD 25120   ;HD 25120                           ;PM*;03 55 18.3155775168 -65 17 04.987593852;     ~   ;9.64     ;8.78     ;     ~   ;     ~  ;K1Vk:            ;  53;   0
755 ;HD 25153   ;HD 25153                           ;PM*;04 00 16.6560541248 +14 18 21.264435108;     ~   ;8.72     ;8.27     ;     ~   ;     ~  ;F5               ;  35;   0
756 ;HD 25166   ;HD 25166                           ;*  ;03 59 21.7511439000 -15 08 21.479142336;     ~   ;8.88     ;8.42     ;     ~   ;     ~  ;F3/5V            ;  23;   0
757 ;HD 25169   ;HD 25169                           ;PM*;03 57 51.6596631600 -46 22 58.826441352;     ~   ;8.45     ;8.03     ;     ~   ;     ~  ;F6/7V            ;  43;   0
758 ;HD 25171   ;HD 25171                           ;PM*;03 55 49.4401130040 -65 11 12.029865612;     ~   ;8.293    ;7.78     ;7.77     ;7.74    ;F8V              ;  71;   1
759 ;HD 25173   ;HD 25173                           ;PM*;04 07 24.0248198260 +75 10 30.157905235;     ~   ;7.70     ;     ~   ;6.9      ;     ~  ;F8V              ;  67;   0
760 ;HD 25277   ;HD 25277                           ;PM*;03 59 18.8345175072 -41 53 55.306207644;     ~   ;8.49     ;8.05     ;     ~   ;     ~  ;F5V              ;  26;   0
761 ;HD 25292   ;HD 25292                           ;PM*;04 03 51.1822104216 +53 16 39.107716716;10.234   ;8.39     ;7.82     ;     ~   ;     ~  ;F8V              ;  25;   0
762 ;HD 25295   ;HD 25295                           ;PM*;04 02 24.2191741080 +31 19 50.389954608;     ~   ;     ~   ;     ~   ;7.9      ;     ~  ;G5               ;  32;   0
763 ;HD 25311   ;HD 25311                           ;PM*;04 01 46.2592242720 +13 50 14.389711152;     ~   ;8.78     ;8.27     ;     ~   ;     ~  ;F8               ;  36;   0
764 ;HD 25333   ;HD 25333                           ;*  ;04 00 24.4270831512 -29 14 05.342712324;     ~   ;9.35     ;8.92     ;     ~   ;     ~  ;F2V              ;  26;   0
765 ;HD 25357   ;HD 25357                           ;PM*;04 00 27.2541464904 -34 51 00.487464012;     ~   ;10.51    ;9.58     ;     ~   ;     ~  ;K2/3V            ;  41;   0
766 ;HD 25370   ;HD 25370                           ;PM*;04 01 12.8517284496 -15 51 47.205887724;     ~   ;9.24     ;8.60     ;     ~   ;     ~  ;G2V              ;  25;   0
767 ;HD 25391   ;HD 25391                           ;PM*;04 02 38.5168925808 +15 03 43.287964452;     ~   ;9.42     ;8.74     ;     ~   ;     ~  ;G0V:             ;  32;   0
768 ;HD 25401   ;HD 25401                           ;PM*;04 01 20.9737971720 -26 31 00.528555972;     ~   ;8.03     ;7.52     ;     ~   ;     ~  ;F7V              ;  26;   0
769 ;HD 25454   ;HD 25454                           ;PM*;04 04 07.0542250512 +37 36 39.908153916;10.77    ;9.07     ;8.60     ;     ~   ;     ~  ;G0               ;  24;   0
770 ;HD 25463   ;HD 25463                           ;PM*;04 02 59.5066115256 +09 12 30.533808348;     ~   ;     ~   ;     ~   ;6.6      ;     ~  ;F8               ;  38;   0
771 ;HD 25473   ;HD 25473                           ;PM*;04 09 22.3281104208 +73 34 13.478198844;     ~   ;7.28     ;6.75     ;     ~   ;     ~  ;F5               ;  33;   0
772 ;HD 25495   ;HD 25495                           ;PM*;04 00 31.9889238672 -51 19 42.065953968;     ~   ;9.71     ;9.08     ;     ~   ;     ~  ;G6V              ;  28;   0
773 ;HD 25522   ;HD 25522                           ;*  ;04 02 30.6708118392 -19 29 53.971112436;     ~   ;8.43     ;7.90     ;     ~   ;     ~  ;F7/8V            ;  22;   0
774 ;HD 25587   ;HD 25587                           ;PM*;04 02 42.7486742256 -27 29 00.770041428;     ~   ;7.931    ;7.392    ;     ~   ;     ~  ;F7V              ;  58;   0
775 ;HD 25682   ;HD 25682                           ;PM*;04 04 30.6761616715 +00 14 44.064383414;     ~   ;9.543    ;9.233    ;8.789    ;     ~  ;K0V              ;  63;   0
776 ;HD 25697   ;HD 25697                           ;*  ;04 04 32.1673731552 -03 20 22.489724688;     ~   ;9.12     ;8.68     ;     ~   ;     ~  ;F0V              ;  26;   0
777 ;HD 25740   ;HD 25740                           ;EB*;04 02 58.4264915880 -44 23 31.821907272;     ~   ;8.73     ;8.12     ;     ~   ;     ~  ;G3V              ;  39;   0
778 ;HD 25782   ;HD 25782                           ;PM*;04 05 04.9171135704 -04 47 08.200970736;     ~   ;8.75     ;8.26     ;     ~   ;     ~  ;F5V              ;  27;   0
779 ;HD 25825   ;HD 25825                           ;PM*;04 06 16.1277225936 +15 41 53.233746900;     ~   ;8.416    ;7.811    ;7.484    ;7.169   ;G0V              ; 196;   0
780 ;HD 25895   ;HD 25895                           ;*  ;04 06 44.2741248792 +17 39 48.363095880;     ~   ;8.95     ;8.46     ;     ~   ;     ~  ;G0               ;  21;   0
781 ;HD 25912   ;HD 25912                           ;PM*;04 03 37.9143998928 -51 55 51.020943420;     ~   ;8.85     ;8.19     ;     ~   ;     ~  ;G3/5V            ;  53;   0
782 ;HD 25918   ;HD 25918                           ;PM*;04 08 14.2598338140 +44 39 46.217128083;     ~   ;     ~   ;     ~   ;7.3      ;     ~  ;G5               ;  47;   0
783 ;HD 25953   ;HD 25953                           ;PM*;04 06 41.5332077256 +01 41 02.078668860;     ~   ;8.32     ;7.82     ;     ~   ;     ~  ;F6V              ;  62;   1
784 ;HD 25983   ;HD 25983                           ;*  ;04 05 36.6574230600 -31 03 03.474495072;     ~   ;7.48     ;6.94     ;     ~   ;     ~  ;F6V              ;  29;   0
785 ;HD 26018   ;HD 26018                           ;PM*;04 15 13.7170029432 +76 17 16.842356700;     ~   ;     ~   ;     ~   ;7.6      ;     ~  ;G5               ;  45;   0
786 ;HD 26054   ;HD 26054                           ;*  ;04 06 58.9295493912 -15 59 21.301346184;     ~   ;8.26     ;7.82     ;     ~   ;     ~  ;F5.5II           ;  20;   0
787 ;HD 26151   ;HD 26151                           ;PM*;04 07 20.7228981816 -27 25 32.379388428;     ~   ;9.34     ;8.50     ;     ~   ;     ~  ;K1V              ;  63;   0
788 ;HD 26244   ;HD 26244                           ;*  ;04 07 06.1885912632 -44 56 44.151896760;     ~   ;8.88     ;8.37     ;     ~   ;     ~  ;F8IV             ;  28;   0
789 ;HD 26246   ;HD 26246                           ;PM*;04 06 51.2274683448 -49 37 42.598379532;     ~   ;7.24     ;6.86     ;     ~   ;     ~  ;F3IV/V           ;  22;   0
790 ;HD 26257   ;HD 26257                           ;PM*;04 09 09.0703529424 +00 10 44.301985788;     ~   ;8.17     ;7.63     ;     ~   ;     ~  ;G2V              ;  50;   0
791 ;HD 26279   ;HD 26279                           ;*  ;04 08 49.9439258736 -17 56 42.847614276;     ~   ;8.46     ;8.08     ;     ~   ;     ~  ;F2V              ;  27;   0
792 ;HD 26292   ;HD 26292                           ;PM*;04 09 43.0070191008 +03 19 21.715289400;     ~   ;6.91     ;6.48     ;     ~   ;     ~  ;F3IV             ;  31;   0
793 ;HD 26370   ;HD 26370                           ;*  ;04 12 37.8431869056 +51 10 06.157686396;8.640    ;8.690    ;8.290    ;     ~   ;     ~  ;F2               ;  20;   0
794 ;HD 26417   ;HD 26417                           ;*  ;04 10 01.4494258104 -18 42 40.047389568;     ~   ;8.69     ;8.20     ;     ~   ;     ~  ;F3/5V            ;  23;   0
795 ;HD 26421   ;HD 26421                           ;PM*;04 12 22.9400055912 +37 42 43.534839240;     ~   ;     ~   ;     ~   ;7.8      ;     ~  ;G0               ;  43;   0
796 ;HD 26519   ;HD 26519                           ;PM*;04 10 41.3151871608 -25 25 33.371664420;     ~   ;8.29     ;7.86     ;     ~   ;     ~  ;F5V              ;  29;   0
797 ;HD 26657   ;HD 26657                           ;PM*;04 11 59.6206243776 -27 33 05.598687744;     ~   ;9.97     ;9.30     ;     ~   ;     ~  ;G6V              ;  23;   0
798 ;HD 26665   ;HD 26665                           ;PM*;04 11 03.0884182104 -46 56 29.024853540;     ~   ;7.87     ;7.36     ;     ~   ;     ~  ;F6V              ;  23;   0
799 ;HD 26720   ;HD 26720                           ;PM*;04 14 20.9472362016 +19 34 46.775581464;8.720    ;8.680    ;8.180    ;     ~   ;     ~  ;F8               ;  20;   0
800 ;HD 26729   ;HD 26729                           ;PM*;04 12 23.7050149152 -31 34 51.962690460;     ~   ;8.18     ;7.44     ;     ~   ;     ~  ;G5IV             ;  46;   0
801 ;HD 26736   ;HD 26736                           ;BY*;04 14 32.3145372576 +23 34 29.798635044;     ~   ;8.711    ;8.047    ;7.691    ;7.356   ;G5V              ; 219;   0
802 ;HD 26756   ;HD 26756                           ;PM*;04 14 25.6501896480 +14 37 30.115628868;     ~   ;9.125    ;8.419    ;8.039    ;7.682   ;G5V              ; 207;   0
803 ;HD 26767   ;V* V1309 Tau                       ;BY*;04 14 27.2546195976 +12 26 07.133100324;     ~   ;8.682    ;8.030    ;7.673    ;7.341   ;G0               ; 169;   0
804 ;HD 26769   ;HD 26769                           ;SB*;04 13 02.3915445720 -26 26 05.600342544;     ~   ;9.06     ;8.50     ;     ~   ;     ~  ;F7V              ;  21;   0
805 ;HD 26784   ;HD 26784                           ;PM*;04 14 34.3409896608 +10 42 04.993916796;     ~   ;7.606    ;7.080    ;6.791    ;6.511   ;F8V              ; 195;   0
806 ;HD 26822   ;HD 26822                           ;*  ;04 11 56.3387370192 -52 25 26.131695132;     ~   ;8.80     ;8.28     ;     ~   ;     ~  ;F6V              ;  25;   0
807 ;HD 26872   ;HD 26872                           ;** ;04 16 19.8294800592 +36 44 02.804377704;     ~   ;9.48     ;8.98     ;     ~   ;     ~  ;F8               ;  30;   0
808 ;HD 27063   ;HD 27063                           ;PM*;04 16 30.2412812112 -00 34 22.092673404;     ~   ;8.71     ;8.07     ;     ~   ;     ~  ;G3V              ;  88;   0
809 ;HD 27110   ;HD 27110                           ;*  ;04 17 27.4754492808 +16 35 26.351475792;     ~   ;8.84     ;8.35     ;     ~   ;     ~  ;F2V              ;  31;   0
810 ;HD 27127   ;HD 27127                           ;PM*;04 18 19.8608087592 +33 50 50.454238272;     ~   ;8.75     ;8.24     ;     ~   ;     ~  ;F8               ;  24;   0
811 ;HD 27149   ;V* V1232 Tau                       ;RS*;04 18 01.8372777336 +18 15 24.497232480;     ~   ;8.202    ;7.514    ;7.139    ;6.796   ;G4V+G8V          ; 153;   0
812 ;HD 27157   ;HD 27157                           ;PM*;04 19 13.0902066744 +42 22 52.300229124;     ~   ;7.432    ;6.967    ;     ~   ;     ~  ;F5               ;  31;   0
813 ;HD 27168   ;HD 27168                           ;PM*;04 16 13.3071671976 -30 51 55.554789852;     ~   ;9.55     ;8.89     ;     ~   ;     ~  ;G3V              ;  23;   0
814 ;HD 27170   ;HD 27170                           ;PM*;04 16 01.9133050992 -35 15 57.149034948;     ~   ;8.53     ;8.04     ;     ~   ;     ~  ;F5V              ;  28;   0
815 ;HD 27212   ;HD 27212                           ;*  ;04 14 20.5086748584 -60 12 30.571826724;     ~   ;9.16     ;8.81     ;     ~   ;     ~  ;F2V              ;  25;   0
816 ;HD 27231   ;HD 27231                           ;PM*;04 16 09.0833473920 -42 37 33.146078808;     ~   ;8.69     ;8.28     ;     ~   ;     ~  ;F2V              ;  26;   0
817 ;HD 27250   ;V* V893 Tau                        ;BY*;04 18 57.9745736544 +19 54 24.124484232;     ~   ;9.345    ;8.597    ;8.192    ;7.829   ;G9V              ; 150;   0
818 ;HD 27282   ;HD 27282                           ;PM*;04 19 08.0079247152 +17 31 29.115479280;9.46     ;9.157    ;8.427    ;8.034    ;7.675   ;G8V              ; 191;   0
819 ;HD 27291   ;HD 27291                           ;*  ;04 21 21.5110662624 +53 42 02.995319268;     ~   ;8.22     ;7.86     ;     ~   ;     ~  ;F5               ;  36;   0
820 ;HD 27305   ;HD 27305                           ;PM*;04 14 22.0261902816 -64 58 03.696709008;     ~   ;8.51     ;8.06     ;     ~   ;     ~  ;F6wF3            ;  32;   0
821 ;HD 27353   ;HD 27353                           ;PM*;04 18 06.4645525464 -24 03 36.306555768;     ~   ;8.88     ;8.39     ;     ~   ;     ~  ;F5V              ;  26;   0
822 ;HD 27406   ;HD 27406                           ;BY*;04 20 12.9666179232 +19 14 00.518450172;     ~   ;8.016    ;7.444    ;7.131    ;6.826   ;F9V+             ; 196;   0
823 ;HD 27415   ;HD 27415                           ;PM*;04 13 06.8463332784 -72 49 14.312897868;     ~   ;7.91     ;7.41     ;     ~   ;     ~  ;F6IV/V           ;  26;   0
824 ;HD 27466   ;HD 27466                           ;PM*;04 19 57.0776578176 -04 26 19.541530932;     ~   ;8.48     ;7.82     ;     ~   ;     ~  ;G5V              ;  58;   0
825 ;HD 27500   ;HD 27500                           ;PM*;04 19 47.9484640824 -18 31 10.442538912;     ~   ;8.40     ;7.97     ;     ~   ;     ~  ;F5V              ;  24;   0
826 ;HD 27523   ;HD 27523                           ;*  ;04 22 37.3835647848 +43 26 57.377659416;     ~   ;8.25     ;7.91     ;     ~   ;     ~  ;F5               ;  32;   0
827 ;HD 27553   ;HD 27553                           ;PM*;04 18 15.3129676152 -52 54 08.305912656;     ~   ;8.20     ;7.75     ;     ~   ;     ~  ;F5V              ;  28;   0
828 ;HD 27560   ;HD 27560                           ;*  ;04 21 42.5281869768 +19 28 06.767159772;8.730    ;8.780    ;8.380    ;     ~   ;     ~  ;G0               ;  43;   0
829 ;HD 27561   ;HD 27561                           ;PM*;04 21 34.7949333144 +14 24 35.240373612;     ~   ;6.999    ;6.578    ;6.338    ;6.099   ;F5IV-V           ; 231;   0
830 ;HD 27631   ;HD 27631                           ;PM*;04 19 45.4692015480 -41 57 36.952683480;     ~   ;8.914    ;8.24     ;8.38     ;     ~  ;G3IV/V           ;  64;   1
831 ;HD 27685   ;HD 27685                           ;SB*;04 22 44.7200401380 +16 47 27.158550607;8.730    ;8.495    ;7.821    ;7.456    ;7.104   ;G4V              ; 159;   0
832 ;HD 27731   ;HD 27731                           ;PM*;04 23 30.4004677416 +24 24 19.469650140;     ~   ;7.625    ;7.159    ;6.905    ;6.643   ;~                ; 117;   0
833 ;HD 27732   ;HD 27732                           ;SB*;04 23 22.3298880648 +21 22 44.752609020;     ~   ;9.628    ;8.846    ;     ~   ;     ~  ;~                ; 148;   0
834 ;HD 27757   ;HD 27757                           ;PM*;04 32 15.9580667544 +77 37 26.199907248;     ~   ;     ~   ;     ~   ;7.4      ;     ~  ;G5               ;  44;   0
835 ;HD 27771   ;HD 27771                           ;PM*;04 23 32.3332833360 +14 40 13.721568600;     ~   ;9.963    ;9.097    ;8.631    ;8.222   ;G5               ; 181;   0
836 ;HD 27808   ;HD 27808                           ;PM*;04 24 14.5737054432 +21 44 10.483946556;     ~   ;7.646    ;7.125    ;6.830    ;6.550   ;F8V              ; 203;   0
837 ;HD 27845   ;HD 27845                           ;PM*;04 21 21.4919632896 -48 29 57.902239644;     ~   ;9.80     ;9.11     ;     ~   ;     ~  ;G6V              ;  24;   0
838 ;HD 27848   ;HD 27848                           ;PM*;04 24 22.2732237168 +17 04 44.236606296;     ~   ;7.405    ;6.947    ;6.698    ;6.445   ;~                ; 167;   0
