 #  |typed ident|            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |   spec. type    |#bib|#not
1   |HD 23      |HD 23                              |PM*|00 05 07.4950976136 -52 09 06.260110200|     ~   |8.11     |7.52     |     ~   |     ~   |G0V              |  48|   0
4858|HD 155105  |HD 155105                          |PM*|17 10 00.0507114168 -08 31 27.989861340|     ~   |9.64     |8.89     |     ~   |     ~   |G8V              |  34|   0
4859|HD 155107  |HD 155107                          |PM*|17 10 12.3770389896 -16 10 22.448182764|     ~   |8.80     |8.23     |     ~   |     ~   |G1V              |  17|   0
4860|HD 155114  |HD 155114                          |PM*|17 11 51.2425621296 -45 52 27.647200596|     ~   |8.17     |7.53     |     ~   |     ~   |G3V              |  42|   0
4861|HD 155117  |HD 155117                          |*  |17 13 30.2544401448 -60 30 40.255800768|     ~   |9.02     |8.48     |     ~   |     ~   |F7V              |  32|   0
4862|HD 155124  |HD 155124                          |PM*|17 09 45.1071079392 -00 02 36.135830652|     ~   |9.14     |8.35     |     ~   |     ~   |K0V              |  15|   0
4863|HD 155193  |HD 155193                          |PM*|17 09 41.0837889792 +10 02 19.269202560|     ~   |7.54     |7.017    |     ~   |     ~   |F8IV             |  33|   0
4864|HD 155221  |HD 155221                          |PM*|17 12 17.7227599848 -43 29 41.129676168|     ~   |9.27     |9.299    |     ~   |     ~   |G5V              |  38|   0
4865|HD 155228  |HD 155228                          |SB*|17 09 27.2024625360 +22 05 30.567137316|     ~   |7.53     |7.04     |     ~   |     ~   |F6V              |  32|   0
4866|HD 155262  |HD 155262                          |*  |17 04 19.0645763952 +70 18 14.015170332|     ~   |8.64     |8.24     |     ~   |     ~   |F5               |  22|   0
4867|HD 155286  |HD 155286                          |*  |17 09 37.7621950296 +23 34 40.534245372|     ~   |8.34     |7.88     |     ~   |     ~   |F5               |  22|   0
4868|HD 155318  |HD 155318                          |PM*|17 11 33.0986655024 -18 20 44.051006112|     ~   |9.22     |8.63     |     ~   |     ~   |G1V              |  14|   0
4869|HD 155356  |HD 155356                          |PM*|17 07 51.0837992304 +56 10 15.671785584|     ~   |8.34     |7.88     |     ~   |     ~   |F5               |  27|   0
4870|HD 155358  |HD 155358                          |PM*|17 09 34.6176428924 +33 21 21.085565784|     ~   |     ~   |     ~   |7.0      |     ~   |G0               | 166|   1
4871|HD 155395  |HD 155395                          |*  |17 10 30.6020012664 +21 12 56.181483180|     ~   |7.95     |7.58     |     ~   |     ~   |F5               |  19|   0
4872|HD 155415  |HD 155415                          |PM*|17 12 31.2655823976 -25 13 37.776820512|     ~   |8.90     |8.30     |     ~   |     ~   |G2V              |  39|   0
4873|HD 155423  |HD 155423                          |PM*|17 11 22.5859587888 +04 41 24.989851608|     ~   |7.32     |6.78     |     ~   |     ~   |F7V              |  53|   0
4874|HD 155467  |HD 155467                          |PM*|17 11 51.8036553576 -00 59 02.741101908|     ~   |8.52     |8.05     |     ~   |     ~   |F5V              |  30|   0
4875|HD 155479  |HD 155479                          |*  |17 07 34.1033708064 +63 26 21.810044580|     ~   |8.37     |7.90     |     ~   |     ~   |F5               |  26|   0
4876|HD 155498  |HD 155498                          |PM*|17 35 28.0039771848 -84 41 48.319101240|     ~   |9.02     |8.48     |     ~   |     ~   |F8V              |  27|   0
4877|HD 155513  |HD 155513                          |PM*|17 08 07.5332071920 +61 09 34.624411956|     ~   |7.22     |6.72     |     ~   |     ~   |F5               |  33|   0
4878|HD 155515  |HD 155515                          |PM*|17 12 31.4427354408 -10 16 41.210080824|     ~   |8.05     |7.55     |     ~   |     ~   |F6V              |  26|   0
4879|HD 155541  |HD 155541                          |*  |17 09 47.6831418072 +49 15 59.307744276|     ~   |8.83     |8.31     |     ~   |     ~   |G5               |  12|   0
4880|HD 155546  |HD 155546                          |PM*|17 12 22.5503655864 -00 46 25.988917728|     ~   |8.20     |7.81     |     ~   |     ~   |F2V              |  28|   0
4881|HD 155559  |HD 155559                          |*  |17 10 32.0847527952 +39 51 07.028831412|     ~   |7.98     |7.53     |     ~   |     ~   |F5               |  25|   0
4882|HD 155579  |HD 155579                          |PM*|17 11 12.0997797648 +30 57 22.647478752|     ~   |8.54     |8.09     |     ~   |     ~   |G0               |  26|   0
4883|HD 155646  |HD 155646                          |PM*|17 12 54.3442639392 +00 21 07.306238592|     ~   |7.137    |6.643    |     ~   |     ~   |F6V              | 114|   0
4884|HD 155685  |* 29 Sco                           |PM*|17 14 14.2497612744 -26 59 03.909826536|     ~   |7.051    |6.633    |     ~   |     ~   |F2/3V            |  31|   0
4885|HD 155755  |HD 155755                          |*  |17 15 30.6443210616 -42 46 41.008257480|     ~   |9.17     |8.56     |     ~   |     ~   |G2V              |  35|   0
4886|HD 155771  |HD 155771                          |PM*|17 14 16.8548479008 -17 11 32.956143036|     ~   |9.29     |8.73     |     ~   |     ~   |F8V              |  13|   0
4887|HD 155817  |HD 155817                          |PM*|17 12 44.6128565472 +29 54 43.035601464|     ~   |8.87     |8.35     |     ~   |     ~   |F5               |  27|   0
4888|HD 155827  |HD 155827                          |PM*|17 15 49.9241394888 -40 33 05.437565352|     ~   |9.73     |9.16     |     ~   |     ~   |G1V              |  24|   0
4889|HD 155856  |HD 155856                          |PM*|17 16 48.2342879328 -50 39 26.448187032|     ~   |9.81     |9.17     |     ~   |     ~   |G5V              |  25|   0
4890|HD 155859  |HD 155859                          |PM*|17 05 59.9473674048 +75 06 12.504971196|     ~   |7.94     |7.38     |     ~   |     ~   |G0               |  35|   0
4891|HD 155877  |HD 155877                          |PM*|17 12 39.2867534232 +37 12 52.902484236|     ~   |8.79     |8.24     |     ~   |     ~   |G0               |  21|   0
4892|HD 155918  |HD 155918                          |PM*|17 22 12.6496174165 -75 20 53.340031047|     ~   |7.60     |7.04     |     ~   |     ~   |G2VFe-1.0CH-0.6  | 111|   0
4893|HD 155921  |HD 155921                          |PM*|17 12 22.9399786536 +43 44 14.111740068|8.050    |7.900    |     ~   |6.8      |     ~   |G5               |  37|   0
4894|HD 155952  |HD 155952                          |PM*|17 09 02.1151693176 +69 06 15.181476588|     ~   |8.78     |8.37     |     ~   |     ~   |G0               |  28|   0
4895|HD 155967  |HD 155967                          |*  |17 14 20.0545092744 +14 33 09.195325128|     ~   |7.84     |7.42     |     ~   |     ~   |F6V              |  45|   0
4896|HD 155968  |HD 155968                          |PM*|17 14 58.0722767232 -02 30 11.325875076|     ~   |9.08     |8.40     |     ~   |     ~   |G3V              |  59|   0
4897|HD 155975  |HD 155975                          |PM*|17 17 23.4614506104 -49 11 56.373055368|     ~   |10.40    |9.73     |     ~   |     ~   |G8V              |  26|   0
4898|HD 155979  |HD 155979                          |*  |17 14 10.1032613568 +19 10 46.638483852|     ~   |8.37     |7.90     |     ~   |     ~   |F8               |  25|   0
4899|HD 155990  |HD 155990                          |PM*|17 15 17.2396621176 -07 12 06.488594820|     ~   |8.57     |8.06     |     ~   |     ~   |F6/7V            |  30|   0
4900|HD 156062  |HD 156062                          |PM*|17 16 29.8200201096 -27 33 55.956664116|     ~   |8.82     |8.21     |     ~   |     ~   |G1V              |  38|   0
4901|HD 156098  |HD 156098                          |PM*|17 17 03.6458542704 -32 39 46.220745528|     ~   |6.021    |5.526    |     ~   |     ~   |F6V              | 123|   0
4902|HD 156114  |HD 156114                          |PM*|17 16 04.7814254520 -08 02 47.785306848|     ~   |9.55     |8.90     |     ~   |     ~   |G2V              |  15|   0
4903|HD 156146  |HD 156146                          |** |17 15 28.8959625528 +10 51 36.048092004|     ~   |     ~   |     ~   |8.2      |     ~   |G5               |  38|   0
4904|HD 156152  |HD 156152                          |PM*|17 17 19.1955016824 -32 03 57.167050428|     ~   |8.75     |8.15     |     ~   |     ~   |G3V              |  34|   0
4905|HD 156282  |HD 156282                          |PM*|17 14 44.0546984856 +42 12 12.874325652|     ~   |8.17     |7.63     |     ~   |     ~   |F8V              |  20|   0
4906|HD 156291  |HD 156291                          |PM*|17 18 39.7579326864 -40 46 22.818434664|     ~   |10.60    |9.67     |9.11     |9.109    |K1/2(III)        |  23|   0
4907|HD 156423  |HD 156423                          |PM*|17 18 43.7969811432 -29 29 25.518163344|     ~   |10.42    |9.66     |     ~   |     ~   |K0V              |  54|   0
4908|HD 156426  |HD 156426                          |*  |17 20 10.9555918512 -49 55 03.155186028|     ~   |9.03     |8.43     |     ~   |     ~   |G1V              |  26|   0
4909|HD 156484  |HD 156484                          |*  |17 17 15.6396922848 +13 52 07.796972928|     ~   |8.22     |7.83     |     ~   |     ~   |F2               |  27|   0
4910|HD 156539  |HD 156539                          |SB*|17 18 04.9401708408 +03 08 49.605483840|     ~   |7.26     |6.86     |     ~   |     ~   |F3V              |  31|   0
4911|HD 156549  |HD 156549                          |*  |17 18 14.8426738728 -00 45 53.085142980|     ~   |8.40     |7.92     |     ~   |     ~   |F6V              |  31|   0
4912|HD 156586  |HD 156586                          |PM*|17 18 57.9239205768 -15 13 12.953170740|     ~   |8.33     |7.84     |     ~   |     ~   |F7V              |  28|   0
4913|HD 156617  |HD 156617                          |PM*|17 18 39.2721583656 -01 30 35.634131316|     ~   |8.66     |8.02     |     ~   |     ~   |G3V              |  31|   0
4914|HD 156632  |HD 156632                          |PM*|17 16 53.9912853600 +39 28 06.502717632|     ~   |     ~   |     ~   |7.2      |     ~   |F5               |  31|   0
4915|HD 156730  |HD 156730                          |*  |17 18 21.1589878968 +23 25 55.663468140|     ~   |8.28     |7.80     |     ~   |     ~   |F5               |  28|   0
4916|HD 156823  |HD 156823                          |*  |17 19 24.6416908248 +09 14 55.062459708|     ~   |9.16     |8.62     |     ~   |     ~   |G0               |  13|   0
4917|HD 156899  |HD 156899                          |PM*|17 21 07.6442209512 -24 41 00.799385640|     ~   |9.34     |8.57     |     ~   |     ~   |K0/1V+(G)        |  35|   0
4918|HD 156925  |HD 156925                          |*  |17 18 18.6114123624 +42 06 39.858926760|     ~   |8.71     |8.28     |     ~   |     ~   |F8               |  30|   0
4919|HD 156968  |HD 156968                          |PM*|17 20 11.6232855454 +09 27 39.434716879|     ~   |8.57     |     ~   |7.6      |     ~   |G0V              |  50|   0
4920|HD 156999  |HD 156999                          |PM*|17 21 11.5873747464 -12 03 26.189050932|     ~   |8.15     |7.68     |     ~   |     ~   |F7V              |  25|   0
4921|HD 157067  |HD 157067                          |*  |17 20 28.6873214112 +15 59 53.010367620|     ~   |8.58     |8.07     |     ~   |     ~   |G5               |  19|   0
4922|HD 157068  |HD 157068                          |*  |17 20 36.2315828928 +15 09 33.936237936|     ~   |7.70     |7.13     |     ~   |     ~   |G0III            |  28|   0
4923|HD 157304  |HD 157304                          |PM*|17 25 05.9467762584 -50 26 58.764891732|     ~   |8.10     |7.61     |     ~   |     ~   |F6V              |  28|   0
4924|HD 157316  |HD 157316                          |*  |17 24 43.0923761472 -45 00 29.650915404|     ~   |7.038    |6.655    |     ~   |     ~   |F3V              |  58|   0
4925|HD 157338  |HD 157338                          |PM*|17 24 08.7393856416 -34 47 54.441442932|     ~   |7.50     |6.92     |     ~   |     ~   |F9.5V            |  90|   0
4926|HD 157347  |HD 157347                          |PM*|17 22 51.2877087336 -02 23 17.439450684|     ~   |6.965    |6.278    |     ~   |     ~   |G3V              | 212|   0
4927|HD 157373  |HD 157373                          |PM*|17 20 33.7543461984 +48 11 19.609735200|     ~   |6.86     |     ~   |6.1      |     ~   |F4V              |  98|   0
4928|HD 157379  |HD 157379                          |*  |17 23 36.2260964016 -16 02 17.929876164|     ~   |7.08     |6.64     |     ~   |     ~   |F3IV/V           |  27|   0
4929|HD 157387  |HD 157387                          |*  |17 24 50.6676492288 -41 30 01.764426384|     ~   |8.31     |7.79     |     ~   |     ~   |F6V              |  34|   0
4930|HD 157427  |HD 157427                          |PM*|17 21 38.7859789176 +35 49 24.867479352|     ~   |7.83     |7.44     |     ~   |     ~   |F0               |  29|   0
4931|HD 157466  |HD 157466                          |PM*|17 22 27.6459785904 +24 52 45.935235804|     ~   |     ~   |     ~   |6.6      |     ~   |F8V              | 131|   0
4932|HD 157467  |HD 157467                          |*  |17 23 27.0254871648 -03 07 19.537481244|     ~   |8.37     |7.79     |     ~   |     ~   |F7V              |  40|   0
4933|HD 157555  |HD 157555                          |*  |17 26 22.4551793112 -48 36 53.643792672|     ~   |7.49     |7.05     |     ~   |     ~   |F6/7V            |  35|   0
4934|HD 157587  |HD 157587                          |*  |17 24 52.2398598216 -18 51 33.189129828|     ~   |8.96     |8.50     |     ~   |     ~   |F5V              |  38|   0
4935|HD 157637  |HD 157637                          |PM*|17 23 52.9991481360 +13 05 58.262266824|     ~   |8.74     |8.00     |     ~   |     ~   |G5               |  22|   0
4936|HD 157664  |HD 157664                          |*  |17 18 58.4505058440 +68 52 40.574911368|     ~   |8.49     |7.97     |     ~   |     ~   |G0               |  34|   0
4937|HD 157749  |HD 157749                          |*  |17 26 15.7104822408 -28 24 59.860559988|     ~   |7.60     |7.22     |     ~   |     ~   |F3III            |  21|   0
4938|HD 157785  |HD 157785                          |*  |17 27 43.0054141608 -47 47 06.382365540|     ~   |10.50    |9.63     |     ~   |     ~   |K0V              |  26|   0
4939|HD 157830  |HD 157830                          |PM*|17 27 21.9537733872 -38 03 41.228627868|     ~   |8.60     |7.90     |     ~   |     ~   |G6V              |  64|   0
4940|HD 157856  |HD 157856                          |PM*|17 25 57.8754299448 -01 39 06.407459892|     ~   |6.872    |6.440    |     ~   |     ~   |F5V              | 106|   0
4941|HD 157881  |HD 157881                          |PM*|17 25 45.2324302566 +02 06 41.123732402|10.126   |8.865    |7.56     |6.649    |5.89     |K7V              | 348|   0
4942|HD 157882  |HD 157882                          |PM*|17 26 06.9457411056 -05 25 11.648847720|     ~   |10.35    |9.57     |     ~   |     ~   |G6V              |  11|   0
4943|HD 157884  |HD 157884                          |PM*|17 27 20.8653172632 -32 32 47.580684108|     ~   |9.427    |9.292    |     ~   |     ~   |F5V              |  33|   0
